timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,heading,db,frequency
25640,0.10,0.95,0.17,-8.39,-66.97,-1.42,20.2,-418.4,223.9,272.7,40.2,140.6
25740,0.11,1.07,0.10,-6.88,-55.89,-1.92,25.4,-434.1,258.5,272.8,40.3,109.4
25840,0.17,1.20,0.36,-11.07,-41.88,-5.86,28.0,-431.4,189.2,273.0,39.5,109.4
25940,-0.12,0.85,0.00,-14.30,-36.66,-9.03,30.6,-436.7,184.8,273.2,40.2,62.5
26040,-0.28,0.94,0.04,-8.51,-32.80,-10.27,46.1,-428.8,219.5,273.8,39.9,31.2
26140,-0.08,0.98,0.18,-6.00,-32.95,-10.95,56.5,-436.7,228.2,274.5,39.9,62.5
26240,-0.02,0.97,0.02,-3.54,-29.19,-9.56,64.2,-434.1,241.2,275.3,39.4,62.5
26340,-0.14,1.03,0.09,-5.99,-26.72,-9.62,66.8,-423.6,210.8,276.0,39.0,140.6
26440,0.11,1.17,0.17,-2.95,-21.89,-6.84,56.5,-418.4,223.9,276.3,40.4,62.5
26540,-0.01,0.99,-0.12,-4.46,-19.34,-7.64,43.5,-418.4,245.5,276.3,42.0,46.9
26640,0.10,0.94,0.08,-2.33,-13.06,-7.48,66.8,-421.0,167.5,276.8,42.2,46.9
26740,-0.05,1.02,0.08,-4.10,-11.99,-4.58,46.1,-436.7,241.2,276.7,42.5,62.5
26840,0.03,0.92,0.13,-3.68,-13.45,-0.77,48.7,-436.7,163.1,276.6,48.7,1078.1
26940,-0.12,1.02,0.15,-0.90,-4.17,5.77,43.5,-428.8,219.5,276.4,48.5,1046.9
