timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,heading,db,frequency
12871,0.09,1.17,0.31,-8.76,55.95,3.06,-22.8,-84.1,-20.0,250.1,48.5,312.5
12971,0.05,1.13,0.19,-8.83,47.89,5.34,-5.0,-86.8,-45.7,253.4,51.2,421.9
13071,-0.02,0.90,-0.32,-7.97,49.75,9.51,2.6,-70.7,-54.2,257.1,52.0,2062.5
13171,-0.01,0.92,0.19,-6.63,51.32,8.69,15.4,-78.7,-139.8,261.9,51.7,1562.5
13271,-0.05,1.07,-0.03,-2.15,58.94,12.53,30.6,-81.4,-101.3,267.7,51.5,1828.1
13371,0.01,0.88,0.29,-5.88,60.57,11.20,28.1,-86.8,-67.1,271.7,50.7,500.0
13471,-0.08,0.97,-0.01,-6.84,62.63,8.67,56.0,-81.4,-92.7,278.3,49.5,31.2
13571,-0.17,0.99,0.20,-9.78,69.92,9.36,71.3,-62.7,-122.7,286.4,50.0,46.9
13671,-0.18,1.12,0.09,-13.87,77.04,12.09,99.2,-68.0,-105.6,294.2,50.5,156.2
13771,0.01,0.94,0.12,-15.36,81.22,12.99,122.1,-60.0,-126.9,302.1,51.5,1140.6
13871,-0.01,1.00,0.11,-13.71,86.51,17.58,124.6,-43.9,-105.6,309.8,50.4,921.9
